Temperature (K)	Field (Oe)	Capacitance (F)	Resistance (Ohm)
300.00164794921875	-3000	8.24421e-10	13826800.0
300.00164794921875	-2900	2.7964e-10	12808600.0
300.00164794921875	-2800	1.39779e-09	-43891600.0
300.00164794921875	-2700	-5.06685e-08	-24257100.0
300.00164794921875	-2600	-6.19643e-11	-106143000.0
300.00164794921875	-2500	4.92327e-10	-12015300.0
300.00164794921875	-2400	2.15718e-09	-31685800.0
300.00164794921875	-2300	1.82095e-10	23450400.0
300.00164794921875	-2200	4.6439e-10	10055000.0
300.00164794921875	-2100	1.43506e-10	4969630.0
300.00164794921875	-2000	2.22953e-10	-985100.0
300.00164794921875	-1900	1.06012e-09	-18724600.0
300.00164794921875	-1800	4.3943e-10	26898800.0
300.00164794921875	-1700	5.71644e-10	-615087.0
300.00164794921875	-1600	4.44015e-10	14170000.0
300.00164794921875	-1500	2.03969e-10	-21137100.0
300.00164794921875	-1400	-1.81421e-09	-59449200.0
300.00164794921875	-1300	9.43975e-10	-27012800.0
300.00164794921875	-1200	-1.16406e-09	-28319200.0
300.00164794921875	-1100	4.99838e-10	-34880100.0
300.00164794921875	-1000	-4.70009e-11	144111000.0
300.00164794921875	-900	4.40471e-10	23912000.0
300.00164794921875	-800	5.1835e-10	-7635470.0
300.00164794921875	-700	3.35337e-10	-12649300.0
300.00164794921875	-600	3.41243e-10	-8240590.0
300.00164794921875	-400	3.43605e-10	-20429100.0
300.00164794921875	-300	4.90091e-10	-10286700.0
300.00164794921875	-200	7.84834e-11	-42547600.0
300.00164794921875	-100	5.05731e-10	-6392160.0
300.00164794921875	0	9.14543e-10	-32313000.0
300.00164794921875	100	-4.22291e-11	16157900.0
300.00164794921875	200	1.5073e-10	-15382200.0
300.00164794921875	300	5.96363e-10	37036200.0
300.00164794921875	400	4.80086e-10	-13703500.0
300.00164794921875	500	3.35549e-10	-10453000.0
300.00164794921875	600	-1.50789e-11	103821000.0
300.00164794921875	700	2.53983e-10	-20932000.0
300.00164794921875	800	4.22591e-10	11363800.0
300.00164794921875	900	3.95572e-10	8480080.0
300.00164794921875	1000	2.67843e-10	11129100.0
300.00164794921875	1100	2.44799e-10	17171900.0
300.00164794921875	1200	2.70406e-10	-15675700.0
300.00164794921875	1300	6.81864e-10	-22791600.0
300.00164794921875	1400	2.36707e-10	2973410.0
300.00164794921875	1500	5.06284e-10	-11949600.0
300.00164794921875	1600	3.03104e-10	692616.0
300.00164794921875	1700	3.33444e-10	-20842500.0
300.00164794921875	1800	-2.10139e-11	187476000.0
300.00164794921875	1900	2.21163e-10	-2634170.0
300.00164794921875	2000	5.60965e-10	-32668000.0
300.00164794921875	2100	3.47352e-10	-40484200.0
300.00164794921875	2200	2.98687e-10	-4666790.0
300.00164794921875	2300	3.07405e-10	-17634100.0
300.00164794921875	2400	3.96142e-10	-16021500.0
300.00164794921875	2500	1.6656e-10	-40031700.0
300.00164794921875	2600	2.65592e-10	-39948100.0
300.00164794921875	2700	9.28117e-10	-17094800.0
300.00164794921875	2800	-1.85244e-08	-27747000.0
300.00164794921875	2900	2.40787e-10	-43741800.0
300.00164794921875	3000	1.73491e-10	-21081600.0
300.00164794921875	3100	6.21624e-10	-26039500.0
300.00164794921875	3200	-1.49203e-10	-3585840.0
300.00164794921875	3300	4.41726e-10	16929500.0
300.00164794921875	3400	-1.15781e-09	-16629600.0
300.00164794921875	3500	1.80721e-10	-18413000.0
300.00164794921875	3600	9.15462e-11	2160690.0
300.00164794921875	3700	3.44682e-10	39700200.0
300.00164794921875	3800	2.21333e-10	-15495300.0
300.00164794921875	3900	3.2165e-10	3347090.0
300.00164794921875	4000	2.34886e-10	9783010.0
300.00164794921875	4100	1.27914e-10	3218060.0
300.00164794921875	4200	6.43088e-10	-27914300.0
300.00164794921875	4300	3.51569e-10	-40016300.0
300.00164794921875	4400	4.96621e-10	-9947570.0
300.00164794921875	4500	8.34826e-10	-15628600.0
300.00164794921875	4600	2.30098e-11	-109559000.0
300.00164794921875	4700	3.88641e-10	-21396900.0
300.00164794921875	4800	4.02904e-10	550487.0
300.00164794921875	4900	4.27833e-10	-6610880.0
300.00164794921875	5000	2.41693e-10	-1486120.0
