Temperature (K)	Field (Oe)	Capacitance (F)	Resistance (Ohm)
140.1153106689453	-1000	8.90007e-08	3210320.0
140.1153106689453	-1100	8.97997e-08	3211540.0
140.1153106689453	-1200	9.05105e-08	3203800.0
140.1153106689453	-1300	9.05543e-08	3207120.0
140.1153106689453	-1400	8.95762e-08	3205960.0
140.1153106689453	-1500	8.99243e-08	3205350.0
140.1153106689453	-1600	8.98021e-08	3201140.0
140.1153106689453	-1700	9.06263e-08	3203210.0
140.1153106689453	-1800	8.92151e-08	3206870.0
140.1153106689453	-1900	8.9983e-08	3204760.0
140.1153106689453	-2000	9.06982e-08	3204200.0
140.1153106689453	-2100	9.13836e-08	3203690.0
140.1153106689453	-2200	8.98292e-08	3201020.0
140.1153106689453	-2300	9.00914e-08	3201880.0
140.1153106689453	-2400	9.02423e-08	3197840.0
140.1153106689453	-2500	9.0302e-08	3198800.0
140.1153106689453	-2600	8.95583e-08	3201710.0
140.1153106689453	-2700	9.02952e-08	3197210.0
140.1153106689453	-2800	9.01605e-08	3196870.0
140.1153106689453	-2900	9.10563e-08	3196770.0
140.1153106689453	-3000	9.169e-08	3189330.0
140.1153106689453	-3100	9.0972e-08	3188680.0
140.1153106689453	-3200	9.11326e-08	3192030.0
140.1153106689453	-3300	9.12286e-08	3189050.0
140.1153106689453	-3400	9.21585e-08	3189750.0
140.1153106689453	-3500	9.11824e-08	3185250.0
140.1153106689453	-3600	9.15634e-08	3186250.0
140.1153106689453	-3700	9.12862e-08	3190050.0
140.1153106689453	-3800	9.15256e-08	3184560.0
140.1153106689453	-3900	9.12591e-08	3184150.0
140.1153106689453	-4000	9.17375e-08	3180090.0
140.1153106689453	-4100	9.16221e-08	3181070.0
140.1153106689453	-4200	9.1252e-08	3181110.0
140.1153106689453	-4300	9.1284e-08	3179220.0
140.1153106689453	-4400	9.1799e-08	3175530.0
140.1153106689453	-4500	9.21708e-08	3178500.0
140.1153106689453	-4600	9.13157e-08	3174720.0
140.1153106689453	-4700	9.22505e-08	3172340.0
140.1153106689453	-4800	9.12262e-08	3174150.0
140.1153106689453	-4900	9.18064e-08	3174540.0
140.1153106689453	-5000	9.23726e-08	3175200.0
