Temperature (K)	Field (Oe)	Capacitance (F)	Resistance (Ohm)
199.9990692138672	-3200	4.92129e-08	3364810.0
199.9990692138672	-3300	4.9582e-08	3376040.0
199.9990692138672	-3400	4.93248e-08	3386860.0
199.9990692138672	-3500	4.93444e-08	3374960.0
199.9990692138672	-3600	4.90391e-08	3385930.0
199.9990692138672	-3700	4.94277e-08	3380810.0
199.9990692138672	-3800	5.02607e-08	3366630.0
199.9990692138672	-3900	4.98834e-08	3372650.0
199.9990692138672	-4000	4.96652e-08	3376390.0
199.9990692138672	-4100	4.93859e-08	3374730.0
199.9990692138672	-4200	4.93631e-08	3384030.0
199.9990692138672	-4300	4.9762e-08	3368750.0
199.9990692138672	-4400	4.98677e-08	3385600.0
199.9990692138672	-4500	4.90452e-08	3384730.0
199.9990692138672	-4600	5.00874e-08	3378780.0
199.9990692138672	-4700	4.87342e-08	3384090.0
199.9990692138672	-4800	4.91525e-08	3388050.0
199.9990692138672	-4900	4.84365e-08	3388860.0
199.9990692138672	-5000	4.92152e-08	3382790.0
