Temperature (K)	Field (Oe)	Capacitance (F)	Resistance (Ohm)
49.99555206298828	-5000	3.0102e-09	14543300.0
49.99555206298828	-5000	3.02332e-09	14512100.0
49.99555206298828	-4900	3.01098e-09	14530100.0
49.99555206298828	-4800	3.01459e-09	14537200.0
49.99555206298828	-4700	3.00257e-09	14555600.0
49.99555206298828	-4600	2.99827e-09	14573800.0
49.99555206298828	-4500	2.98847e-09	14600800.0
49.99555206298828	-4400	2.97469e-09	14624200.0
49.99555206298828	-4300	2.96937e-09	14643400.0
49.99555206298828	-4200	2.96876e-09	14638600.0
49.99555206298828	-4100	2.95419e-09	14693400.0
49.99555206298828	-4000	2.95016e-09	14697800.0
49.99555206298828	-3900	2.94033e-09	14725400.0
49.99555206298828	-3800	2.92536e-09	14765700.0
49.99555206298828	-3700	2.89415e-09	14801600.0
49.99555206298828	-3600	2.87807e-09	14828500.0
49.99555206298828	-3500	2.88251e-09	14832700.0
49.99555206298828	-3400	2.88153e-09	14855800.0
49.99555206298828	-3300	2.85665e-09	14889400.0
49.99555206298828	-3200	2.86362e-09	14882100.0
49.99555206298828	-3100	2.85281e-09	14922600.0
49.99555206298828	-3000	2.83128e-09	14952100.0
49.99555206298828	-2900	2.83918e-09	14935000.0
49.99555206298828	-2800	2.8227e-09	15002900.0
49.99555206298828	-2700	2.8226e-09	15013000.0
49.99555206298828	-2600	2.80772e-09	15024600.0
49.99555206298828	-2500	2.80872e-09	15028100.0
49.99555206298828	-2400	2.80344e-09	15050900.0
49.99555206298828	-2300	2.79181e-09	15080200.0
49.99555206298828	-2200	2.79777e-09	15076400.0
49.99555206298828	-2100	2.78734e-09	15086400.0
49.99555206298828	-2000	2.78053e-09	15115700.0
49.99555206298828	-1900	2.76485e-09	15135300.0
49.99555206298828	-1800	2.76308e-09	15142000.0
49.99555206298828	-1700	2.76594e-09	15159300.0
49.99555206298828	-1600	2.75535e-09	15158000.0
49.99555206298828	-1500	2.75338e-09	15177600.0
49.99555206298828	-1400	2.73724e-09	15207500.0
49.99555206298828	-1300	2.73867e-09	15213700.0
49.99555206298828	-1200	2.73264e-09	15223100.0
49.99555206298828	-1100	2.72696e-09	15228900.0
49.99555206298828	-1000	2.72688e-09	15254200.0
49.99555206298828	-900	2.71538e-09	15273700.0
49.99555206298828	-800	2.73833e-09	15222200.0
49.99555206298828	-700	2.7289e-09	15269500.0
49.99555206298828	-600	2.70701e-09	15278400.0
49.99555206298828	-500	2.7159e-09	15306100.0
49.99555206298828	-400	2.67648e-09	15377500.0
49.99555206298828	-300	2.67015e-09	15410200.0
49.99555206298828	-200	2.66826e-09	15410300.0
49.99555206298828	-100	2.68779e-09	15366100.0
49.99555206298828	0	2.67124e-09	15422600.0
49.99555206298828	100	2.6575e-09	15428800.0
49.99555206298828	200	2.65415e-09	15441100.0
49.99555206298828	300	2.64686e-09	15449700.0
49.99555206298828	400	2.64845e-09	15452300.0
49.99555206298828	500	2.65421e-09	15442100.0
49.99555206298828	600	2.65963e-09	15437500.0
49.99555206298828	700	2.6652e-09	15436700.0
49.99555206298828	800	2.64618e-09	15452300.0
49.99555206298828	900	2.67631e-09	15391800.0
49.99555206298828	1000	2.64567e-09	15453300.0
49.99555206298828	1100	2.66409e-09	15427600.0
49.99555206298828	1200	2.66887e-09	15399400.0
49.99555206298828	1300	2.67109e-09	15375100.0
49.99555206298828	1400	2.70266e-09	15322100.0
49.99555206298828	1500	2.70254e-09	15314700.0
49.99555206298828	1600	2.70748e-09	15296700.0
49.99555206298828	1700	2.7128e-09	15281700.0
49.99555206298828	1800	2.72777e-09	15246400.0
49.99555206298828	1900	2.74763e-09	15199900.0
49.99555206298828	2000	2.75565e-09	15166100.0
49.99555206298828	2100	2.76038e-09	15149900.0
49.99555206298828	2200	2.76938e-09	15116800.0
49.99555206298828	2300	2.77865e-09	15091800.0
49.99555206298828	2400	2.79463e-09	15076200.0
49.99555206298828	2500	2.79897e-09	15074900.0
49.99555206298828	2600	2.82132e-09	15037300.0
49.99555206298828	2700	2.8328e-09	14980000.0
49.99555206298828	2800	2.83029e-09	14978300.0
49.99555206298828	2900	2.85312e-09	14927700.0
49.99555206298828	3000	2.85354e-09	14931200.0
49.99555206298828	3100	2.87698e-09	14866400.0
49.99555206298828	3200	2.86292e-09	14872700.0
49.99555206298828	3300	2.87373e-09	14880000.0
49.99555206298828	3400	2.88326e-09	14860000.0
49.99555206298828	3500	2.88824e-09	14825900.0
49.99555206298828	3600	2.90238e-09	14791400.0
49.99555206298828	3700	2.89904e-09	14801100.0
49.99555206298828	3800	2.9136e-09	14783000.0
49.99555206298828	3900	2.92413e-09	14744400.0
49.99555206298828	4000	2.92495e-09	14730400.0
49.99555206298828	4100	2.94382e-09	14722500.0
49.99555206298828	4200	2.94552e-09	14693900.0
49.99555206298828	4300	2.95714e-09	14677000.0
49.99555206298828	4400	2.96172e-09	14665600.0
49.99555206298828	4500	2.9697e-09	14627700.0
49.99555206298828	4600	2.97535e-09	14615400.0
49.99555206298828	4700	2.99526e-09	14591700.0
49.99555206298828	4800	2.99393e-09	14588200.0
49.99555206298828	4900	2.99759e-09	14572800.0
49.99555206298828	5000	3.02493e-09	14542700.0
49.99555206298828	5000	3.00879e-09	14567000.0
49.99555206298828	4900	3.00016e-09	14565900.0
49.99555206298828	4800	2.97839e-09	14608100.0
49.99555206298828	4700	2.98178e-09	14601600.0
49.99555206298828	4600	2.97236e-09	14621100.0
49.99555206298828	4500	2.97139e-09	14642000.0
